"year","variable","ensemble","model","experiment","value"
2051,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",4.08335010210673
2052,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.70387294888496
2053,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.53900589048862
2054,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.54251999159654
2055,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.72257922838132
2056,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.37975533803304
2057,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.95328059792519
2058,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.96084670722485
2059,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",4.03930912415187
2060,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.81337071706851
2061,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.90750725567341
2062,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.82831627130508
2063,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.62744719783465
2064,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",4.07396574815114
2065,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.39418437083562
2066,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.87112019459407
2067,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.84501419464747
2068,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.59257757663727
2069,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.56264507770538
2070,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.81014206322531
2071,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",4.01732232421637
2072,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",4.12576995293299
2073,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.7433910369873
2074,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",4.14363104353348
2075,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.84849418203036
2076,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.60053072869778
2077,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",4.05347083012263
2078,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.59789618849754
2079,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.4042753080527
2080,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.46985779205958
2081,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.98573831717173
2082,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.52722911039988
2083,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.56948053836823
2084,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.61459826429685
2085,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.80924554169178
2086,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.7415965894858
2087,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.45040462662776
2088,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.35749521354834
2089,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",4.10642181833585
2090,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.33719809353352
2091,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.45427504181862
2092,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.47604457537333
2093,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.48065720001856
2094,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.63098194698493
2095,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",4.04851704835892
2096,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.94324554006259
2097,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",2.99313687905669
2098,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.65050408244133
2099,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.43690704802672
2100,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.59133437275887
2006,"heatflux","r1i1p1","MRI-CGCM3","rcp45",0.956466178099314
2007,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.48160495360692
2008,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.25708878040314
2009,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.06651370196293
2010,"heatflux","r1i1p1","MRI-CGCM3","rcp45",2.27964413166046
2011,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.25568998480837
2012,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.34382901589076
2013,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.59981413682302
2014,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.58715483546257
2015,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.47586154937744
2016,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.29974063237508
2017,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.35354652007421
2018,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.53761025269826
2019,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.7081790715456
2020,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.54812572399775
2021,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.6596205830574
2022,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.80456235508124
2023,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.4608251452446
2024,"heatflux","r1i1p1","MRI-CGCM3","rcp45",2.03350193301837
2025,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.8391756216685
2026,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.41117023924987
2027,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.54398625095685
2028,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.2546547477444
2029,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.68181081612905
2030,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.73334010442098
2031,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.92096546292305
2032,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.7901747400562
2033,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.4865308701992
2034,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.7141849398613
2035,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.6659732311964
2036,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.82347683111827
2037,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.72042872260014
2038,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.43024106572072
2039,"heatflux","r1i1p1","MRI-CGCM3","rcp45",2.00260778268178
2040,"heatflux","r1i1p1","MRI-CGCM3","rcp45",2.24655349304279
2041,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.18209772308667
2042,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.76647841930389
2043,"heatflux","r1i1p1","MRI-CGCM3","rcp45",2.01182975371679
2044,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.63157262901465
2045,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.9440565208594
2046,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.83317483464877
2047,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.95142085105181
2048,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.66355806589127
2049,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.75095734993617
2050,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.95180742939313
2051,"heatflux","r1i1p1","MRI-CGCM3","rcp45",2.11453926563263
2052,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.33506632347902
2053,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.70829988519351
2054,"heatflux","r1i1p1","MRI-CGCM3","rcp45",2.50198293228944
2055,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.31875691811244
2056,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.52527322123448
2057,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.77552435795466
2058,"heatflux","r1i1p1","MRI-CGCM3","rcp45",2.09829236815373
2059,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.91464358568192
2060,"heatflux","r1i1p1","MRI-CGCM3","rcp45",2.03347777326902
2061,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.74524763226509
2062,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.65515005588531
2063,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.98242328067621
2064,"heatflux","r1i1p1","MRI-CGCM3","rcp45",2.12553184231122
2065,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.61734406153361
2066,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.8947468486925
2067,"heatflux","r1i1p1","MRI-CGCM3","rcp45",2.05170615514119
2068,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.7794008453687
2069,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.4526355403165
2070,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.87294495602449
2071,"heatflux","r1i1p1","MRI-CGCM3","rcp45",2.05795582135518
2072,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.6540896743536
2073,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.97996024290721
2074,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.87803746759892
2075,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.99375983079274
2076,"heatflux","r1i1p1","MRI-CGCM3","rcp45",2.01825121045113
2077,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.711988132447
2078,"heatflux","r1i1p1","MRI-CGCM3","rcp45",2.06240657965342
2079,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.46548160910606
2080,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.96468104918798
2081,"heatflux","r1i1p1","MRI-CGCM3","rcp45",2.56813221176465
2082,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.8060322838525
2083,"heatflux","r1i1p1","MRI-CGCM3","rcp45",2.02354672551155
2084,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.88776822884878
2085,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.55312806367874
2086,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.33901923894882
2087,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.57617825269699
2088,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.80886716643969
2089,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.38790818055471
2090,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.72256591419379
2091,"heatflux","r1i1p1","MRI-CGCM3","rcp45",2.14488465587298
2092,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.42727440657715
2093,"heatflux","r1i1p1","MRI-CGCM3","rcp45",2.01045155525208
2094,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.93882089480758
2095,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.4332063794136
2096,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.7923691868782
2097,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.78689737121264
2098,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.86225905021032
2099,"heatflux","r1i1p1","MRI-CGCM3","rcp45",1.65872271855672
2100,"heatflux","r1i1p1","MRI-CGCM3","rcp45",2.25567071139812
2006,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",0.811273410916328
2007,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.85474557181199
2008,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.394023001194
2009,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.00369817515214
2010,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",0.868459461877743
2011,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.51046624282996
2012,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.21062688032786
2013,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.78755462169647
2014,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.06991328795751
2015,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.91287064552307
2016,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.82427340745926
2017,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.52633847047885
2018,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",0.397865414619446
2019,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.33305889368057
2020,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.73242139816284
2021,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.94100457926591
2022,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.56155278036992
2023,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.27829056978226
2024,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.36371976137161
2025,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.24828912814458
2026,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.72633594026168
2027,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.36170592904091
2028,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.30955674250921
2029,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.06414324107269
2030,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.77491937081019
2031,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.34037006398042
2032,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.28741795197129
2033,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.32998029390971
2034,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.44982061783473
2035,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.18019515772661
2036,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.7027651766936
2037,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.61428945014874
2038,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.2357645307978
2039,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.99324427048365
2040,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.76769334077835
2041,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.20340480779608
2042,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.87138400475184
2043,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.02522087097168
2044,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.06468559304873
2045,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.11903300881386
2046,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.16055764754613
2047,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.41921074688435
2048,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.73827119668325
2049,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.42818983395894
2050,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.84859949847062
2051,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.62372673551242
2052,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.61541777849197
2053,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.55544152359168
2054,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.21897871792316
2055,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.65461039543152
2056,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.7382863809665
2057,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.40292337040106
2058,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.30671746532122
2059,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.92257815599442
2060,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.71954784045617
2061,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",1.59966072440147
2062,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.29426259299119
2063,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.60186212758223
2064,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",3.07163773973783
2065,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.03694535791874
2066,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.4244714002125
2067,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.39428009589513
2068,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",3.04265850782394
2069,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.90235302845637
2070,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.37501773238182
2071,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.32700043916702
2072,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",3.35065050919851
2073,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.70256623874108
2074,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.15255102515221
2075,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.45126312971115
2076,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",3.05055087556442
2077,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.23276162147522
2078,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.45953715840975
2079,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.91724300881227
2080,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",3.31346131364504
2081,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",3.11308142542839
2082,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.90892578661442
2083,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",3.08076813817024
2084,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",3.26411627729734
2085,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.38769628604253
2086,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.3652533578376
2087,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.73365173737208
2088,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",3.2864693403244
2089,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.36572526022792
2090,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.61707218488057
2091,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.43497353295485
2092,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",3.23697395126025
2093,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.6257738272349
2094,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.4614163239797
2095,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.90129333734512
2096,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.97215255101522
2097,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.67869867881139
2098,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.45741625626882
2099,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",3.22301483154297
2100,"heatflux","r1i1p1","CSIRO-Mk3-6-0","rcp60",2.89979247748852
2006,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.11390630404154
2007,"heatflux","r1i1p1","GISS-E2-R","rcp60",1.88749033212662
2008,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.25701238711675
2009,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.27571660280228
2010,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.36909166971842
2011,"heatflux","r1i1p1","GISS-E2-R","rcp60",1.63661885261536
2012,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.25950741767883
2013,"heatflux","r1i1p1","GISS-E2-R","rcp60",1.75689307848612
2014,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.15454926093419
2015,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.11343399683634
2016,"heatflux","r1i1p1","GISS-E2-R","rcp60",1.97546436389287
2017,"heatflux","r1i1p1","GISS-E2-R","rcp60",1.96572208404541
2018,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.40838040908178
2019,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.8642946879069
2020,"heatflux","r1i1p1","GISS-E2-R","rcp60",1.76074910163879
2021,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.66350777943929
2022,"heatflux","r1i1p1","GISS-E2-R","rcp60",1.84793198108673
2023,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.14427880446116
2024,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.42112418015798
2025,"heatflux","r1i1p1","GISS-E2-R","rcp60",1.94658257563909
2026,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.26687681674957
2027,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.01407754421234
2028,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.42464685440063
2029,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.03714297215144
2030,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.12085449695587
2031,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.4116482535998
2032,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.13849654793739
2033,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.55841684341431
2034,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.37031511465708
2035,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.24126279354095
2036,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.15222450097402
2037,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.46240901947021
2038,"heatflux","r1i1p1","GISS-E2-R","rcp60",1.95339282353719
2039,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.47317163149516
2040,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.5748316248258
2041,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.04359046618144
2042,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.71243659655253
2043,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.3359930117925
2044,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.30815442403158
2045,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.69875437021255
2046,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.68826331694921
2047,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.8446315129598
2048,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.74221255381902
2049,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.49511915445328
2050,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.81868601838748
2051,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.71359209219615
2052,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.3927413225174
2053,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.09915856520335
2054,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.21155778566996
2055,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.89933580160141
2056,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.48303924004237
2057,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.53956158955892
2058,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.56534818808238
2059,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.9266802072525
2060,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.72905443112055
2061,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.44687153895696
2062,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.56941266854604
2063,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.50041862328847
2064,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.59181500474612
2065,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.91963537534078
2066,"heatflux","r1i1p1","GISS-E2-R","rcp60",3.11068779230118
2067,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.50171267986298
2068,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.69840836524963
2069,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.6115539992849
2070,"heatflux","r1i1p1","GISS-E2-R","rcp60",3.21871651212374
2071,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.87823220094045
2072,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.78740243117015
2073,"heatflux","r1i1p1","GISS-E2-R","rcp60",3.41352061430613
2074,"heatflux","r1i1p1","GISS-E2-R","rcp60",3.15503712495168
2075,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.74176768461863
2076,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.65082345406214
2077,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.84244803587596
2078,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.80600488185883
2079,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.91699596246084
2080,"heatflux","r1i1p1","GISS-E2-R","rcp60",3.39370262622833
2081,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.98298547665278
2082,"heatflux","r1i1p1","GISS-E2-R","rcp60",3.50546966989835
2083,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.53500858942668
2084,"heatflux","r1i1p1","GISS-E2-R","rcp60",3.16796189546585
2085,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.86361438035965
2086,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.57348960638046
2087,"heatflux","r1i1p1","GISS-E2-R","rcp60",3.1447105606397
2088,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.82439625263214
2089,"heatflux","r1i1p1","GISS-E2-R","rcp60",3.18632819255193
2090,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.83518248796463
2091,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.49147502581278
2092,"heatflux","r1i1p1","GISS-E2-R","rcp60",3.01377032200495
2093,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.44306572278341
2094,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.79754145940145
2095,"heatflux","r1i1p1","GISS-E2-R","rcp60",3.1647611061732
2096,"heatflux","r1i1p1","GISS-E2-R","rcp60",3.16191879908244
2097,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.90525335073471
2098,"heatflux","r1i1p1","GISS-E2-R","rcp60",2.66349257528782
2099,"heatflux","r1i1p1","GISS-E2-R","rcp60",3.13264467318853
2100,"heatflux","r1i1p1","GISS-E2-R","rcp60",3.03559188048045
2006,"heatflux","r1i1p1","MIROC5","rcp60",1.35548077027003
2007,"heatflux","r1i1p1","MIROC5","rcp60",1.86079996824265
2008,"heatflux","r1i1p1","MIROC5","rcp60",2.11516006787618
2009,"heatflux","r1i1p1","MIROC5","rcp60",1.77476620674133
2010,"heatflux","r1i1p1","MIROC5","rcp60",2.00593566894531
2011,"heatflux","r1i1p1","MIROC5","rcp60",2.09106198946635
2012,"heatflux","r1i1p1","MIROC5","rcp60",1.43068242073059
2013,"heatflux","r1i1p1","MIROC5","rcp60",1.55253436168035
2014,"heatflux","r1i1p1","MIROC5","rcp60",1.82224007447561
